OBJECTID,response_id,response_date,q3_1_respondee_type_business_ow,q3_2_respondee_type_resident,q3_3_respondee_type_worker,q3_4_respondee_type_student,q3_5_respondee_type_visitor,q3_6_respondee_type_property_ow,q4_1_business_postcode,q4_2_business_type,q4_3_business_overview,q5_ATSI_business,q6_1_pre_covid_full_time_staff,q6_2_pre_covid_part_time_staff,q6_3_pre_covid_casual_staff,q6_4_pre_covid_contract_staff,q7_covid_impact_on_employment_l,q8_1_post_covid_full_time_staff,q8_2_post_covid_part_time_staff,q8_3_post_covid_casual_staff,q8_4_post_covid_contract_staff,q9_1_covid_impact_on_business_r,q9_2_covid_impact_on_business_i,q9_3_covid_impact_on_business_r,q9_4_covid_impact_on_business_i,q9_5_covid_impact_on_business_g,q9_6_covid_impact_on_business_d,q10_business_still_operating,q11_1_reason_for_business_closi,q11_2_reason_for_business_closi,q11_3_reason_for_business_closi,q11_4_reason_for_business_closi,q11_5_reason_for_business_closi,q11_6_reason_for_business_closi,q11_7_reason_for_business_closi,q11_8_reason_for_business_closi,q11_9_reason_for_business_closi,q11_10_reason_for_business_clos,q11_11_reason_for_business_clos,q11_12_reason_for_business_clos,q12_what_could_have_helped_busi,q13_how_long_can_business_remai,q14_1_change_made_to_business_e,q14_2_change_made_to_business_p,q14_3_change_made_to_business_d,q15_changes_made_to_business_ot,q16_collaborating_with_other_bu,q17_1_understanding_of_federal_,q17_2_understanding_of_state_go,q17_3_understanding_of_local_go,q18_not_seeking_support,q18_2_seeking_rent_relief_from_,q18_3_seeking_debt_relief_from_,q18_4_seeking_payroll_tax_relie,q18_5_seeking_jobkeeper_benefit,q18_6_seeking_tax_relief_from_f,q18_7_seeking_small_business_gr,q18_8_seeking_grant_support_fro,q18_9_seeking_unsecured_busines,q18_10_seeking_support_other,q19_1_undefined,q19_2_seeking_rent_relief_from_,q19_3_seeking_debt_relief_from_,q19_4_seeking_payroll_tax_relie,q19_5_seeking_jobkeeper_benefit,q19_6_seeking_tax_relief_from_f,q19_7_seeking_small_business_gr,q19_8_seeking_grant_support_fro,q19_9_seeking_unsecured_busines,q19_10_seeking_support_other_st,q20_1_potential_support_from_ci,q20_2_potential_support_from_ci,q20_3_potential_support_from_ci,q20_4_potential_support_from_ci,q20_5_potential_support_from_ci,q20_6_potential_support_from_ci,q20_7_potential_support_from_ci,q20_8_potential_support_from_ci,q20_9_potential_support_from_ci,q20_10_potential_support_from_c,q20_11_potential_support_from_c,q20_12_potential_support_from_c,q21_1_business_change_within_18,q21_2_business_change_within_18,q21_3_business_change_within_18,q21_4_business_change_within_18,q21_5_business_change_within_18,q21_6_business_change_within_18,q21_7_business_change_within_18,q21_8_business_change_within_18,q21_9_business_change_within_18,q21_10_business_change_within_1,q21_11_business_change_within_1,q21_12_business_change_within_1,q21_13_business_change_within_1,q21_14_business_change_within_1,q21_15_business_change_within_1,q22_business_viable_at_which_st,q23_sector_change_post_restrict,q29_covid_recovery_planning_add,q30_covid_recovery_planning_add,q31_1_covid_recovery_planning_a,q31_2_covid_recovery_planning_a,q31_3_covid_recovery_planning_a,q31_4_covid_recovery_planning_a,q31_5_covid_recovery_planning_a,q31_6_covid_recovery_planning_a,q31_7_covid_recovery_planning_a,q31_8_covid_recovery_planning_a,q31_9_covid_recovery_planning_a,q31_10_covid_recovery_planning_,q32_1_which_activities_would_yo,q32_2_which_activities_would_yo,q32_3_which_activities_would_yo,q32_4_which_activities_would_yo,q32_5_which_activities_would_yo,q32_6_which_activities_would_yo,q32_7_which_activities_would_yo,q32_8_which_activities_would_yo,q32_9_which_activities_would_yo,q32_10_which_activities_would_y,q32_11_which_activities_would_y,q32_12_which_activities_would_y,q32_13_which_activities_would_y,q32_14_which_activities_would_y,q32_15_which_activities_would_y,q32_16_which_activities_would_y,q32_17_which_activities_would_y,q32_18_which_activities_would_y,q32_19_which_activities_would_y,q33_1_are_there_any_positive_th,q33_2_are_there_any_positive_th,q33_3_are_there_any_positive_th,q33_4_are_there_any_positive_th,q33_5_are_there_any_positive_th,q33_6_are_there_any_positive_th,q33_7_are_there_any_positive_th,q34_1_how_soon_do_you_think_you,q34_2_how_soon_do_you_think_you,q34_3_how_soon_do_you_think_you,q34_4_how_soon_do_you_think_you,q34_5_how_soon_do_you_think_you,q34_6_how_soon_do_you_think_you,q34_7_how_soon_do_you_think_you,q34_8_how_soon_do_you_think_you,q34_9_how_soon_do_you_think_you,q34_10_how_soon_do_you_think_yo,q35_1_how_important_is_city_of_,q35_2_how_important_is_city_of_,q35_3_how_important_is_city_of_,q35_4_how_important_is_city_of_,q35_5_how_important_is_city_of_,q35_6_how_important_is_city_of_,q35_7_how_important_is_city_of_,q35_8_how_important_is_city_of_,q37_1_what_concerns_you_most_ab,q37_2_what_concerns_you_most_ab,q37_3_what_concerns_you_most_ab,q37_4_what_concerns_you_most_ab,q37_5_what_concerns_you_most_ab,q37_6_what_concerns_you_most_ab,q37_7_what_concerns_you_most_ab,q37_8_what_concerns_you_most_ab,q37_9_what_concerns_you_most_ab,q37_10_what_concerns_you_most_a,q37_11_what_concerns_you_most_a,q37_12_what_concerns_you_most_a,q37_13_what_concerns_you_most_a,q37_14_what_concerns_you_most_a,q37_15_what_concerns_you_most_a,q37_16_what_concerns_you_most_a,q37_17_what_concerns_you_most_a,q38_1_mostly_positive_changes,q38_2_mostly_negative_changes,q40_1_respondee_age_range,q40_2_respondee_identified_gend,q40_3_respondee_identify_as_a_p,q40_4_respondee_identify_as_abo,q41_respondee_home_postcode_sub,q42_respondee_current_place_of_,q43_respondee_current_place_of_,q44_respondee_speak_a_language_,q45_respondee_languages_spoken_,q48_final_comments
3261,3402,26/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Loss of income / employment,Worrying about the security of my job",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,,Immediately,1-3 months,,,,,,1-3 months,1-3 months,1-3 months,Important,Very important,Very important,Very important,,Somewhat important,Very important,,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,,"Less red tape for business especially cultural, entertainment and social venues.
 Heightened focus on hygiene with facilities to support 
 Increased community spirit",Failed businesses,40-49,Male,No,No,2043,"Semi-detached, terrace house, townhouse",Paying it off / mortgaged,No,,
3262,3203,26/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3263,3502,27/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Worrying about the security of my job ,Not being able to do activities that are important to me,Wellbeing and mental health concerns",No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,,Yes,Yes,Yes,Yes,No,No,No commuting!,1-3 months,1-3 months,,,,,,1-3 months,,1-3 months,Very important,Very important,Very important,Somewhat important,,Very important,Somewhat important,,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Increased sense of community,We’ll forget about the bushfires that still need to be remembered & avoided in the future!,30-39,Female,No,No,Eastern suburbs,Unit/apartment in a 4+ storey block,Paying it off / mortgaged,No,,
3264,3352,26/05/2020,Yes,Yes,No,No,No,No,2016,Incorporated for-profit,"Catering, Cafe and Event Management",No,3,,3,,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,3-6 months,Yes,Yes,Yes,,,Mostly,Mostly,Mostly,,Applied - successful,Not required,Not required,Applied – successful,Applied – successful,Applied – successful,Applied – awaiting outcome,Not required,,option-1,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,Yes,No,No,,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,Not sure,Education for the public and our business about trading restrictions during the time that a vaccine has not been found,Yes,"Loss of income / employment,Social isolation and feeling lonely ,Worrying about people who are important to me,Wellbeing and mental health concerns,Increased drug or alcohol use",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,No,Yes,Yes,,Immediately,1-3 months,,,,,,1-3 months,Immediately,1-3 months,Very important,Very important,Very important,Very important,,Important,Very important,,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,,Hopefully people will become focussed on what is really important in life and look at supporting local businesses and their communities,Motor traffic because people are weary of using public transport,50-59,Male,No,No,2010,Separate house,Outright owner,Yes,Thai,
3265,3303,26/05/2020,Yes,Yes,Yes,Yes,No,No,2000,Incorporated for-profit,Retail,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3266,3454,26/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me,Not being able to do activities that are important to me,Closed gyms & indoor pools",No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Hiring a car & going for a day trip,Yes,Yes,Yes,Yes,Yes,Yes,Opportunity to re-organise & clear up the household,Immediately,Immediately,,,,,,Immediately,Immediately,Immediately,Very important,Very important,Important,Important,,Very important,Important,,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,People are finally becoming aware of good hygiene practices,"Compulsory vaccination!
 Since vaccinated people are protected anyway, people who decide not to be vaccinated should be able to exercise their right to choose without being discriminated.",30-39,Female,No,No,2009,Unit/apartment in a 4+ storey block,Renting,Yes,Russian,
3267,3304,26/05/2020,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to access important services such as doctors, physios, counselling etc ,Lack of availability of daily essentials such as food and medicine,Loss of income / employment,Worrying about the security of my job",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,Immediately,Immediately,,,,,,Immediately,Immediately,,Very important,Very important,Very important,Very important,,Very important,Very important,,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,,,50-59,Male,No,No,2066,Separate house,Paying it off / mortgaged,Yes,Bosnian,
3268,3204,26/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3269,3503,27/05/2020,Yes,Yes,Yes,No,No,No,2000,Incorporated for-profit,Software development consulting,No,4,0,0,2,Yes – I’ve let staff go,4,0,0,1,Some,Low,Some,Low,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,Long term,No,No,No,"We have been working 100% remote, which has impacted our productivity. We are slower than we were when we could work in one location and have face to face time.",,Completely,Mostly,Not at all,,Applied - unsuccessful,Not required,Applied – successful,Not applied – not eligible,Applied – successful,Not applied – not aware,Not applied – not aware,Not required,,,"Landlord feels it's not their restriction, so it's not their responsibility, even though we can't access the space we're paying for.",,,,,,There's a city fo Sydney grant?,,,No,Yes,No,No,No,No,Yes,No,No,No,No,Shared path and non-existent cycling infrastructure is making it hard to commute to work. Our end of trip facility is closed.,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Stage 1: 10 people,,Yes,"Lack of availability of daily essentials such as food and medicine,Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me,Not being able to do activities that are important to me,Physical health concerns,Stress from working from home,Stress caused by living and working in close proximity to others",No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,Yes,No,No,,Immediately,Immediately,,,,,,Longer,Immediately,Immediately,Very important,Very important,Very important,Very important,,Not very important,Somewhat important,,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,,It will force businesses to reevaluate the necessity of having everyone in the office all the time,It will kill many amazing businesses forever.,30-39,Male,No,No,2017,Unit/apartment in a 4+ storey block,Paying it off / mortgaged,No,,"You built all those cycling lanes, and then took a bunch back out for light rail. Please stop rolling out shared paths (they're dangerous) and focus on separate cycling infrastructure for places like Bourke Street where a dedicated lane becomes a shared path."
3270,3403,26/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3271,3305,26/05/2020,No,No,No,Yes,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans)",No,Yes,Yes,Yes,Yes,No,No,No,Yes,"As Im on student visa, we are not eligible for government services relief, this is not far as we are paying tax long time ago...",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,Studying only,Immediately,Immediately,,,,,,Immediately,Immediately,,Somewhat important,Very important,Very important,Somewhat important,,Very important,Very important,,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,,Keep the city clean and safe,"Affects most of the businesses specially cbd area....
 For the people who are in student visa restrictions... they are not eligible in NSW for any government support, and in my opinion that not far as many of they are paying tax and gst for more than 5 years....",30-39,Male,No,No,2218,Prefer not to answer,Renting,Yes,Arabic,Australian government should support the payable tax even they are not Australian as they are part of economy and they deserve that ...
3272,3455,26/05/2020,Yes,No,Yes,No,No,No,2000,Incorporated for-profit,Transport planning for busy activity centres,No,1,0,0,0,"I've increased staff hours, but haven't hired more staff",,,,,None / NA,High,None / NA,None / NA,High,Low,Yes - full capacity,No,No,No,No,No,No,No,No,No,No,No,,,Long term,Not Applicable,Not Applicable,Yes,No interstate travel. No local travel. No meetings in cafes or meeting rooms any more -- all web meetings.,Helping identify parking lanes and travel lanes to convert to pedestrian space near public schools,Not at all,Not at all,Not at all,,Not applied - not eligible,Applied – awaiting outcome,Not applied – not eligible,Not applied – not eligible,Applied – successful,Not applied – not aware,Not applied – not aware,Not applied – not eligible,"For the first few weeks every supplier and his dog was emailing ""their guide to Covid"" when they didn't know much or anything.",,,we locked our interest rate 18 months ago for 3 years,,,,,,,,No,Yes,No,No,No,No,No,No,Yes,No,No,close more thru roads to vehicles and prioritise pedestrians at traffic signals,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Not relevant,More people will expect free parking and car parks will be at capacity. Drivers will need to be educated about their responsibilities to give way to pedestrians in driveways,No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3273,3251,26/05/2020,Yes,Yes,No,No,No,No,2037,Sole trader,Communications,No,0,0,0,1,I’m a sole trader and have had contracts put on hold,0,0,0,1,High,Low,High,Low,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,Long term,No,No,Yes,,No,Somewhat,Not at all,Not at all,,,,,,,,,Not required,,option-1,,,,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Stage 1: 10 people,,Yes,"Lack of availability of daily essentials such as food and medicine,Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me,Reduced access to the internet and online services and networks,Stress caused by living and working in close proximity to others",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,Really enjoyed not having to meet commitments and after school activities,1-3 months,1-3 months,,,,,,4-6 months,,,Very important,Very important,Very important,Very important,,Important,Important,,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Homelessness,,,40-49,Female,No,No,2037,"Semi-detached, terrace house, townhouse",Paying it off / mortgaged,No,,
3274,3353,26/05/2020,No,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Lack of availability of daily essentials such as food and medicine,Loss of income / employment,Social isolation and feeling lonely ,Worrying about people who are important to me,Physical health concerns,Concerns for when my Jobkeeper payments end soon, paying rent etc",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,Yes,No,,Immediately,4-6 months,,,,,,Longer,Longer,Immediately,Very important,Very important,Very important,Very important,,Somewhat important,Somewhat important,,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,,"Hopefully flexibility in working from home, increased focus on how we rebuild community /green space in six months","Small businesses closing, already seeing younger poorer ppl moving away (KX) speeding up existing gentrification/lack of diversity in this area",30-39,Female,No,No,2011,Unit/apartment in a 1-3 storey block,Renting,No,,Thanks for the survey
3275,3504,27/05/2020,Yes,No,No,No,No,No,2000,Unincorporated,Provides accommodation,No,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3276,3404,26/05/2020,Yes,No,No,No,No,No,2015,"Incorporated not-for-profit (charity, social enterprise)",Performing arts programs and performances with and by people with lived experience of homelessness,No,3,2,0,12,I've both let staff go and reduced staff hours.,0,5,0,0,High,None / NA,Some,Low,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,3-6 months,Not Applicable,Yes,Yes,,We are working with a number of community service organisations who support people who are homeless and a number of funders to establish initiatives to support the community through COVID-19.,Mostly,Mostly,Mostly,,Applied - successful,Not required,Not applied – not eligible,Applied – successful,Applied – successful,Applied – successful,Applied – successful,Other,We are generally project funded. Business loans would be extremely challenging to our business in the future so we are not pursuing this at this stage.,option-1,,,,,,,,,,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Stage 3: 100 people,The entire arts sector funding will need to be revisited and we will need investment to recover,Yes,"Loss of income / employment,Worrying about the security of my job ,Social isolation and feeling lonely ,Worrying about people who are important to me,Wellbeing and mental health concerns,Stress from children being at home more,Stress from working from home",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,No,,Immediately,1-3 months,,,,,,,Immediately,Immediately,Important,Very important,Very important,Very important,,Somewhat important,Somewhat important,,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,,Rebuilding of local communities and connection within the city. Change in the way people work could reduce congestion.,Fear to got to events and cultural activities.,40-49,Female,No,No,2228,Separate house,Paying it off / mortgaged,No,,
3277,3205,26/05/2020,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me,Wellbeing and mental health concerns",No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,,Yes,Yes,Yes,No,No,No,,1-3 months,4-6 months,,,,,,4-6 months,1-3 months,4-6 months,Very important,Very important,Important,Very important,,Somewhat important,Important,,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,,"More bike lanes, awareness of public health, less peak travel, more work from home","Public transport will decline, unemployment rate will increase, restaurants and other venues will remain closed",50-59,Male,No,No,2086,Separate house,Paying it off / mortgaged,Yes,German,
3278,3306,26/05/2020,Yes,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3279,3252,26/05/2020,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Lack of availability of daily essentials such as food and medicine,Loss of income / employment,Worrying about people who are important to me,Reduced access to the internet and online services and networks,Stress caused by living and working in close proximity to others",No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,Yes,Yes,Yes,No,Yes,,1-3 months,1-3 months,,,,,,1-3 months,Immediately,,Very important,Very important,Very important,Very important,,Important,Somewhat important,,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,People accessing outdoor areas,"People becoming more anti social 
 Mental health",40-49,Female,No,No,Glebe,"Semi-detached, terrace house, townhouse",Paying it off / mortgaged,No,,
3280,3253,26/05/2020,Yes,No,No,No,No,No,2037,Incorporated for-profit,"cafe . service to local community, tourism, student and others",No,1,1,2,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
3281,3254,26/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,restaurant,No,3,4,4,1,Yes – I’ve let staff go,1,,,,High,None / NA,High,None / NA,High,Some,No - temporary closure,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,Financial support,,Yes,No,Yes,Looking at starting our own delivery service in the city.,NO,Somewhat,Somewhat,Not at all,,Applied - awaiting outcome,Not applied – not eligible,Preparing an application,Applied – successful,Not applied – not aware,Applied – successful,,,,,Still neg,"being a new business, not sure what can we get",accountant looking into it,,accountant looking into it,,Applied but govt office works very slow,Applied but Banks works very slow,,Yes,No,No,Yes,No,No,No,No,Yes,No,No,,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Stage 3: 100 people,Easy to get licence for trading and serving alcohol till late .,Yes,"Loss of income / employment,Worrying about people who are important to me,Not being able to do activities that are important to me,Wellbeing and mental health concerns",No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,,No,Yes,No,Yes,No,Yes,,Immediately,Immediately,,,,,,,,,Very important,Very important,Very important,Important,,Very important,Very important,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
